,0,T_ref,T_res
1,SolarArrays,-46.43916849436249,-72.2477423949299
2,SolarArrays,-18.38623891856011,-69.37476100305781
3,SolarArrays,-0.6288226405330875,-67.23743359429287
4,SolarArrays,11.53732496439676,-65.50427855910579
5,SolarArrays,-44.646461275146684,-72.26490641172302
6,SolarArrays,-18.06889742106071,-69.39580266529717
7,SolarArrays,-1.35602448985253,-67.37892634549402
8,SolarArrays,7.75695586731058,-66.13818338879486
9,SolarArrays,-43.57540988384355,-72.15990420621802
10,SolarArrays,-17.834559983211342,-69.37372940440156
11,SolarArrays,-1.308616161447503,-67.37589164622082
12,SolarArrays,7.745166269149878,-66.14215810955167
13,SolarArrays,-46.145254172764616,-72.22642150569882
14,SolarArrays,-18.196300480975218,-69.35845247351403
15,SolarArrays,-0.572386723433624,-67.23432701282744
16,SolarArrays,11.4594275368255,-65.51995112213345
17,SolarArrays,22.56299329372655,-62.04344556403248
18,SolarArrays,21.574119690131397,-62.27086575390351
19,SolarArrays,19.17215963231348,-62.77172386726431
20,SolarArrays,13.903440444201689,-63.72334367567552
21,SolarArrays,22.619395763753058,-62.032253429603315
22,SolarArrays,21.78060170521604,-62.232373004159285
23,SolarArrays,20.038985931608288,-62.61877318026228
24,SolarArrays,17.72756703271875,-63.08140496804623
25,SolarArrays,22.62177272878006,-62.03171482635375
26,SolarArrays,21.78558246164619,-62.23162414047104
27,SolarArrays,20.05983089436597,-62.615378171425476
28,SolarArrays,17.764052173618147,-63.0753978933208
29,SolarArrays,22.566202189004677,-62.04247574148815
30,SolarArrays,21.59602598850546,-62.26716214443425
31,SolarArrays,19.21889800430063,-62.76397865334167
32,SolarArrays,14.0383557969817,-63.70171563264327
33,Prop,-24.215638860819894,-9.438527321130948
34,Prop,-24.662296351705443,-10.148570956271044
35,Prop,-24.314717553760122,-9.458772556693134
36,Prop,-23.98671460725109,-9.269244634899394
37,Prop,-24.23338442147838,-9.545932058405583
38,Prop,-24.214306437165646,-9.260474841590906
39,Prop,-24.2813504631722,-9.437936448409062
40,Prop,-24.847320831350398,-10.10696701071214
41,Prop,-24.818138252064838,-9.453260112440717
42,AdditionalPCB,-24.462321525623032,-12.453778820272305
43,AdditionalPCB,-24.52406540791608,-12.484354203074929
44,AdditionalPCB,-24.5273439808702,-12.550240766296838
45,AdditionalPCB,-24.50763532419191,-12.464723898684952
46,AdditionalPCB,-24.565530589366432,-12.490386204872095
47,AdditionalPCB,-24.627045231455103,-12.556989560165391
48,AdditionalPCB,-24.499957487042142,-12.519495775336054
49,AdditionalPCB,-24.60316215899232,-12.534908677415672
50,AdditionalPCB,-24.72599898154775,-12.632620741752248
51,TetherPCB,-24.701812682516106,-13.150105937690796
52,TetherPCB,-24.703244629213373,-13.151942540677396
53,TetherPCB,-24.70294365179421,-13.151170198173247
54,TetherPCB,-24.70306325108746,-13.151995352709548
55,TetherPCB,-24.703249968522673,-13.151888819515705
56,TetherPCB,-24.7032625688208,-13.151901596047594
57,TetherPCB,-24.702365650625893,-13.150386920566518
58,TetherPCB,-24.70325636914683,-13.151898753068735
59,TetherPCB,-24.70329823834777,-13.151179792977302
60,obc,-12.05427948499675,-11.643263169368026
61,obc,-12.022575830424609,-11.472015261141962
62,obc,-12.104485655347391,-11.750674267962495
63,obc,-11.98850347031811,-11.401924026535141
64,obc,-11.91393716319345,-11.32069499323353
65,obc,-11.98944652416867,-11.472916818668693
66,obc,-12.012115340282431,-11.618458244111139
67,obc,-11.91756554951019,-11.387849376965448
68,obc,-12.00501737556186,-11.652316851222224
69,SideX,-58.98832868173307,-73.51736245074773
70,SideX,-59.660408633165595,-73.57002712325132
71,SideX,-60.17302492089445,-73.64099420349058
72,SideX,-60.47487469492671,-73.7231016969452
73,SideX,-58.82023168435617,-73.52287247186803
74,SideX,-59.6528727224576,-73.57342836061287
75,SideX,-60.232887907098416,-73.65222859667097
76,SideX,-60.64797635777368,-73.7666517463941
77,SideX,-58.82277392510625,-73.55209148620159
78,SideX,-59.621202695389684,-73.63906906324436
79,SideX,-60.212616190278396,-73.7164242243916
80,SideX,-60.64260844802203,-73.79086558032236
81,SideX,-58.966485621366616,-73.58666242659947
82,SideX,-59.61644669452073,-73.64935582014192
83,SideX,-60.14870798703805,-73.71847462965917
84,SideX,-60.485236757917136,-73.78431878389651
