,0,T_ref,T_res
85,SideX_,-58.84649559999099,-73.7540685779245
86,SideX_,-57.855821251794346,-73.64269291276113
87,SideX_,-56.49222804724226,-73.48725058287039
88,SideX_,-54.68369790993762,-73.28334945522343
89,SideX_,-58.73027162944346,-73.78662118807398
90,SideX_,-57.58131277053624,-73.66247547021578
91,SideX_,-56.00342347033475,-73.48100919713079
92,SideX_,-53.86714059545312,-73.23064555122298
93,SideX_,-58.747275038507574,-73.80390034934067
94,SideX_,-57.59519570030786,-73.68022807566788
95,SideX_,-55.98096290991261,-73.49490596767149
96,SideX_,-53.69307675465919,-73.2277055247634
97,SideX_,-58.90421313017066,-73.80581434703248
98,SideX_,-57.936551302146796,-73.70100263957337
99,SideX_,-56.55738393461669,-73.54369590735601
100,SideX_,-54.70513678922839,-73.33000468988467
101,SideY_,-54.28600022484522,-73.26075904683475
102,SideY_,-55.915394737178815,-73.35841608437428
103,SideY_,-57.30902018855258,-73.43983663640057
104,SideY_,-58.28854754916918,-73.49029167101173
105,SideY_,-53.65153741911082,-73.18449714052812
106,SideY_,-55.50133529031982,-73.3334771374526
107,SideY_,-56.94468041589703,-73.43291507622942
108,SideY_,-58.018638099914035,-73.49386314667484
109,SideY_,-53.46977365668724,-73.18100931089583
110,SideY_,-55.50019418935659,-73.35043565767978
111,SideY_,-56.95939772032239,-73.45463682270943
112,SideY_,-58.02267799868358,-73.51738288030293
113,SideY_,-54.323403785540314,-73.31167942843098
114,SideY_,-56.111771321219216,-73.42840400304101
115,SideY_,-57.38614910610664,-73.50867884914507
116,SideY_,-58.29263291615752,-73.556304336544
117,SideY,-60.51967049252809,-73.79399111202599
118,SideY,-60.376995696015776,-73.83214790236161
119,SideY,-59.97966410274068,-73.83634856089168
120,SideY,-59.46183752359175,-73.80849554578941
121,SideY,-60.662634550006096,-73.84113593429106
122,SideY,-60.492567878856725,-73.88442280904928
123,SideY,-60.11874283979455,-73.88963553635602
124,SideY,-59.55113881210315,-73.8583426594326
125,SideY,-60.66150786918791,-73.86027851528681
126,SideY,-60.48626709793507,-73.90078792188334
127,SideY,-60.1212929311726,-73.90518801776173
128,SideY,-59.563012072446384,-73.8746555490618
129,SideY,-60.528216126909285,-73.8478241353038
130,SideY,-60.34183000578639,-73.8788993207719
131,SideY,-59.98760013435137,-73.88128626685938
132,SideY,-59.503330312651855,-73.85719892575048
133,SideZ,-60.31357203637239,-73.79332548800085
134,SideZ,-60.04452204750461,-73.81269161933338
135,SideZ,-59.654381192067774,-73.81084073925322
136,SideZ,-59.213913157221356,-73.79335255294868
137,SideZ,-59.93012883004673,-73.73838828474251
138,SideZ,-59.569368259778315,-73.74351163911186
139,SideZ,-59.070082217946776,-73.73197519367491
140,SideZ,-58.49777894031971,-73.71110397505879
141,SideZ,-59.386563795953656,-73.66946223165687
142,SideZ,-58.91956868350832,-73.6643649853936
143,SideZ,-58.241013152081536,-73.63562643313975
144,SideZ,-57.42299754875637,-73.59007313895745
145,SideZ,-58.777150592278325,-73.59704220118692
146,SideZ,-58.165811774254315,-73.58229143048996
147,SideZ,-57.230048670600894,-73.52943211197308
148,SideZ,-56.02990819786586,-73.44053224915561
149,SideZ_,-58.82480780490471,-73.49749090468487
150,SideZ_,-58.167967292925,-73.46935330238392
151,SideZ_,-56.585316732097596,-73.38820276389944
152,SideZ_,-55.788463963930475,-73.34266355687265
153,SideZ_,-59.492303995080455,-73.55882582482116
154,SideZ_,-59.185973708748605,-73.55114383100772
155,SideZ_,-58.05417000179557,-73.5137797053732
156,SideZ_,-57.24100273184836,-73.48434698258296
157,SideZ_,-59.9722542464215,-73.62673758684005
158,SideZ_,-59.64790492308836,-73.60958179814767
159,SideZ_,-58.694845125187705,-73.59155717962537
160,SideZ_,-58.30707723134384,-73.60523575751381
161,SideZ_,-60.24580730300102,-73.70702861692808
162,SideZ_,-60.19481161218729,-73.73693777316714
163,SideZ_,-59.60346168440518,-73.73769670023952
164,SideZ_,-59.122260080861615,-73.71295958629943
165,reel_box,-24.143672152157283,-18.67223341763261
166,reel_box,-26.87726201066081,-19.145379982674427
167,reel_box,-34.54490775354341,-27.081627882653606
168,reel_box,-26.364136850123803,-18.37034118338775
169,reel_box,-24.201023674755586,-16.395106004574984
170,reel_box,-24.703252323809746,-13.151906392132389
171,reel,-24.813188716754127,-13.401249336320689
172,thruster,-24.664637709764317,-10.15156611645341
173,thruster,-24.72392826526857,-10.227886257445562
174,thruster,-24.72393063697322,-10.227399544731895
175,thruster,-24.723641158611677,-10.226666664352763
176,thruster,-24.723635090824622,-10.227045280137702
177,thruster,-24.7822725223449,-10.300642523244733
178,thruster,-24.84943002570711,-10.109710195152957
179,thruster,-24.90807127433649,-10.185393373194017
180,thruster,-24.90855125119174,-10.186348013010388
181,thruster,-24.90857134655283,-10.187544410167675
182,thruster,-24.90815458812131,-10.186034914479762
183,thruster,-24.966652362508263,-10.259768926023071
