,0,T_ref,T_res
156,Box:outer,112.4258745637311,113.10099970976131
157,Box:outer,112.8928115204678,113.43575126557414
158,Box:outer,112.570866510011,113.14680602013993
159,Box:outer,112.42400889793659,113.04381772723622
160,Box:outer,112.46182981458419,113.13661566822793
161,Box:outer,113.1313179955955,113.67498385988421
162,Box:outer,112.8591826234134,113.43354742714018
163,Box:outer,112.70902910317379,113.3237803457755
164,Box:outer,112.6923669350763,113.35310100756067
165,Box:outer,112.8197635635079,113.53538920784695
166,Box:outer,113.32779165450171,114.08934362779559
167,Box:outer,114.01586504382351,114.80188074692279
168,Box:outer,114.8609582233934,115.63220398012442
169,Box:outer,112.69707513159901,113.44541142924675
170,Box:outer,113.19469741165899,114.00067773686777
171,Box:outer,113.9466582481641,114.78675998250884
172,Box:outer,115.02967145582649,115.85272861378508
173,Box:outer,112.72545451785541,113.47323295913236
174,Box:outer,113.21401090723431,114.01922105774122
175,Box:outer,113.955958383587,114.79526515868605
176,Box:outer,115.0233110163479,115.84676470635503
177,Box:outer,112.90799732888951,113.62132760425635
178,Box:outer,113.38758380114841,114.14527107836818
179,Box:outer,114.05017941752578,114.83337603136835
180,Box:outer,114.8447796090506,115.61564505184509
181,Box:outer,112.93661392236721,113.58745124799304
182,Box:outer,112.9697623332685,113.58896462696782
183,Box:outer,113.26039295283381,113.80870379825842
184,Box:outer,113.5138687855062,114.02120533162366
185,Box:outer,113.5698291520578,114.2547712993811
186,Box:outer,113.85516238565859,114.49416217650486
187,Box:outer,114.2843740298832,114.83431781096891
188,Box:outer,114.3315372941437,114.8505345375907
189,Box:outer,114.256596317623,114.95181506239311
190,Box:outer,114.44926304741051,115.09026587228942
191,Box:outer,114.9357351083007,115.48940217223753
192,Box:outer,115.2186503778499,115.7394015690798
193,Box:outer,115.08223447008591,115.7590990501738
194,Box:outer,115.82594502298599,116.46085240056158
195,Box:outer,116.4725679761348,117.02203860536616
196,Box:outer,116.315122695457,116.82383021319811
197,reel_box,97.58223754190176,93.03112720178183
198,reel_box,95.76615286155749,91.49779812976743
199,reel_box,84.34633515861276,76.77441359242738
200,reel_box,99.37586914293185,93.05844954469524
201,reel_box,100.58331690880671,96.29903824179866
202,reel_box,102.7491405916729,98.64349859833328
203,reel,102.48342382018141,97.77582888013234
204,thruster,105.0911783405893,101.22350602077807
205,thruster,105.09097400114109,101.22359223623482
206,thruster,105.0909645568001,101.22357203820212
207,thruster,105.0909998996792,101.22359851543888
208,thruster,105.09099450564291,101.22359965755118
209,thruster,105.0908331615961,101.22368867651397
210,thruster,105.04437590475321,101.15566293383239
211,thruster,105.0441983305784,101.15572088023072
212,thruster,105.0441750647057,101.1556638768879
213,thruster,105.0441334815108,101.15561961414403
214,thruster,105.0441776789218,101.15569620529601
215,thruster,105.044026028854,101.15577670498658
