,0,T_ref,T_res
1,SolarArrays,-22.457380336453237,-11.523287289500445
2,SolarArrays,13.990995348060439,24.490698895286528
3,SolarArrays,38.56353389318895,47.97237633630141
4,SolarArrays,56.49904105722976,64.26317963979886
5,SolarArrays,-19.97213708877445,-11.257494750990588
6,SolarArrays,14.427407673966341,24.522391533435155
7,SolarArrays,37.398073868734066,46.94639267979812
8,SolarArrays,50.577192567131426,59.172484037761194
9,SolarArrays,-18.15437574689668,-9.208776568133544
10,SolarArrays,14.964756213569222,25.110679896164527
11,SolarArrays,37.561648976100344,47.121817144517706
12,SolarArrays,50.600472368340895,59.20048252937869
13,SolarArrays,-20.41655154596768,-9.371725182938576
14,SolarArrays,14.89646060358319,25.45886867666013
15,SolarArrays,38.879906032617384,48.328818732735954
16,SolarArrays,56.45546705220596,64.24638628444654
17,SolarArrays,74.27496079602848,79.04384110442118
18,SolarArrays,72.58299811320876,77.73080796133235
19,SolarArrays,68.5682659106418,74.51490632681396
20,SolarArrays,60.14545037629551,67.43723723183541
21,SolarArrays,74.36924592275795,79.12378552937594
22,SolarArrays,72.91036511494667,78.01747050094633
23,SolarArrays,69.95518690248889,75.69769531113207
24,SolarArrays,66.1367545711413,72.6154702201265
25,SolarArrays,74.37867117136204,79.12941843145342
26,SolarArrays,72.92760370185721,78.02444044081744
27,SolarArrays,69.9933544893491,75.73077764072093
28,SolarArrays,66.21226368305213,72.68090191900473
29,SolarArrays,74.29814038177796,79.05552841874135
30,SolarArrays,72.62741368398349,77.76441044368573
31,SolarArrays,68.67400751686063,74.59769752048885
32,SolarArrays,60.41599790933662,67.68338662486548
33,Prop,-16.11960934496943,-13.574820920965124
34,Prop,-16.645488105171918,-14.128452469339777
35,Prop,-16.20163094822925,-13.653050654978813
36,Prop,-15.88413231778765,-13.338096190396584
37,Prop,-16.14371507215321,-13.603592936574216
38,Prop,-16.05329543991195,-13.491219161780236
39,Prop,-16.16624255377343,-13.616258279320732
40,Prop,-16.77061194010957,-14.236278807163671
41,Prop,-16.53668974686019,-13.939278755638838
42,AdditionalPCB,-16.349644445537884,-13.79936068678552
43,AdditionalPCB,-16.4017897651442,-13.848711475210564
44,AdditionalPCB,-16.405905927364422,-13.853241406629763
45,AdditionalPCB,-16.38338114363961,-13.829440599144618
46,AdditionalPCB,-16.43118400297584,-13.87452996547404
47,AdditionalPCB,-16.48177199207692,-13.922147986973755
48,AdditionalPCB,-16.37618813983403,-13.822352154460987
49,AdditionalPCB,-16.4557649530081,-13.895249741689668
50,AdditionalPCB,-16.53970877037528,-13.968214389564253
51,TetherPCB,-16.58392531039675,-14.030502547846424
52,TetherPCB,-16.585368363156082,-14.031946754417902
53,TetherPCB,-16.58506190620858,-14.031642004786022
54,TetherPCB,-16.58516521288027,-14.031733802396275
55,TetherPCB,-16.58537520886904,-14.031954588607675
56,TetherPCB,-16.58538770742433,-14.03196703083006
57,TetherPCB,-16.584445787552852,-14.031012387094108
58,TetherPCB,-16.58538076611416,-14.031959778349062
59,TetherPCB,-16.5853268759962,-14.031880491739287
60,obc,-4.4169988305245615,-1.9667633131583102
61,obc,-4.399842067608689,-1.9543826412492535
62,obc,-4.482175050885927,-2.0377294370011327
63,obc,-4.360656213857227,-1.9129410065286265
64,obc,-4.291965179594058,-1.8464192147295648
65,obc,-4.374150991783381,-1.9313186855957838
66,obc,-4.378366010898446,-1.928681529180892
67,obc,-4.293420507475048,-1.8470587568826318
68,obc,-4.382959153932575,-1.9379584306210518
69,SideX,-37.57241969581636,-31.324267363523262
70,SideX,-38.6609136524643,-32.48546347202421
71,SideX,-39.50219293017568,-33.37250882336451
72,SideX,-39.99363009045996,-33.875017443008545
73,SideX,-36.88219439392864,-30.54109063641326
74,SideX,-38.54237173288433,-32.34977136615561
75,SideX,-39.52428991959891,-33.38785800090008
76,SideX,-40.057339649374256,-33.90544523803959
77,SideX,-36.08863235747521,-29.602294957436698
78,SideX,-37.315739283181756,-30.863987567967854
79,SideX,-38.58400713347808,-32.22782380186939
80,SideX,-39.73020095297559,-33.49645651983198
81,SideX,-35.58542697890394,-28.97635532829466
82,SideX,-37.18721141041959,-30.697573198319844
83,SideX,-38.429755556611646,-32.04218811562461
84,SideX,-39.28099841340926,-32.97142105635251
85,SideX_,-38.23055786667814,-31.71270149326989
86,SideX_,-36.960992701846244,-30.302879282306662
87,SideX_,-35.14621982007719,-28.3304324563604
88,SideX_,-32.715093056319425,-25.722247986690434
89,SideX_,-37.99515241413573,-31.395464836297606
90,SideX_,-36.503818819410206,-29.711210030591076
91,SideX_,-34.36262339425366,-27.34215498869395
92,SideX_,-31.429845473148788,-24.136812182994618
93,SideX_,-37.8250436703396,-31.181849094649834
94,SideX_,-36.26571679705816,-29.41711037938518
95,SideX_,-33.96165728398861,-26.861695851662404
96,SideX_,-30.64760605236987,-23.232649723956797
97,SideX_,-37.77816429762763,-31.138587338904074
98,SideX_,-36.35739248408328,-29.542344200296895
99,SideX_,-34.193285682381656,-27.160187640556984
100,SideX_,-31.09976123657938,-23.797506405273907
101,SideY_,-32.0519609708463,-25.72593035513151
102,SideY_,-33.89369489363574,-27.459153257432092
103,SideY_,-35.48202931515095,-29.109779016326854
104,SideY_,-36.6453648285536,-30.342930697062712
105,SideY_,-30.862320638648356,-23.81328063220687
106,SideY_,-32.93570602115625,-26.235745799198895
107,SideY_,-34.5566600941616,-28.034837372185137
108,SideY_,-35.78476981766886,-29.36756211273459
109,SideY_,-29.83689860669097,-22.619185099875978
110,SideY_,-32.24539816061628,-25.4128880531903
111,SideY_,-33.843500058032454,-27.19073819775457
112,SideY_,-34.83783906130466,-28.267687300760542
113,SideY_,-29.18766402475609,-22.35255875610696
114,SideY_,-32.248711005317055,-25.456089152517052
115,SideY_,-33.59081728877786,-26.852098373176403
116,SideY_,-33.332708893029235,-26.53182164143962
117,SideY,-40.10891170422613,-33.9743977604916
118,SideY,-39.98056238220522,-33.79010006363484
119,SideY,-39.54399593170831,-33.25570130843525
120,SideY,-38.94997571004913,-32.552013474810906
121,SideY,-40.146077088476225,-33.97565601993958
122,SideY,-40.00861743728342,-33.78577035201005
123,SideY,-39.61196614786249,-33.301691469908775
124,SideY,-38.964120227819855,-32.533122039038375
125,SideY,-39.921048966336656,-33.691073504295616
126,SideY,-39.81390887675468,-33.54036439136718
127,SideY,-39.44385539411931,-33.090017702382085
128,SideY,-38.810247387610154,-32.33873786046274
129,SideY,-39.517970529004394,-33.219523394676656
130,SideY,-39.39982386760096,-33.05858885574406
131,SideY,-39.05383904930247,-32.63920881454524
132,SideY,-38.52419666278431,-32.011437441305816
133,SideZ,-39.02144130612828,-32.65514524092677
134,SideZ,-38.74660086845486,-32.31514956919531
135,SideZ,-38.36940620435809,-31.86403196149729
136,SideZ,-37.96506776695864,-31.382293335075673
137,SideZ,-38.136167176450954,-31.673247805598947
138,SideZ,-37.76820122981633,-31.226303069800878
139,SideZ,-37.281022191083345,-30.65634711752307
140,SideZ,-36.753704241250965,-30.03848301818934
141,SideZ,-36.88109918856432,-30.298961171856178
142,SideZ,-36.4534297300834,-29.78862924856321
143,SideZ,-35.771641254567186,-29.01770607974285
144,SideZ,-34.92090158264813,-28.05300357470591
145,SideZ,-35.3080310875653,-28.60428672548636
146,SideZ,-34.94861791549889,-28.1911348814086
147,SideZ,-33.97776174608316,-27.13786712712985
148,SideZ,-32.45644795377979,-25.4815728570141
149,SideZ_,-37.52408668694864,-31.284187929077405
150,SideZ_,-36.75503382997493,-30.46092739614417
151,SideZ_,-34.962108273985685,-28.516246725252074
152,SideZ_,-34.084208697141925,-27.51749585308025
153,SideZ_,-38.57789467384953,-32.39771083453397
154,SideZ_,-38.305310951227455,-32.07928658371003
155,SideZ_,-37.03644957043296,-30.62848930058027
156,SideZ_,-36.057616092360284,-29.502412264423043
157,SideZ_,-39.346551441896786,-33.20753215242959
158,SideZ_,-38.98769892324216,-32.79595865017765
159,SideZ_,-37.92177543625448,-31.543842694750737
160,SideZ_,-37.488462036409366,-30.99991916251568
161,SideZ_,-39.84064806294731,-33.727035784975186
162,SideZ_,-39.7829142625136,-33.615865833878274
163,SideZ_,-39.11347620848186,-32.79909050668252
164,SideZ_,-38.55016423792944,-32.13381316908803
165,reel_box,-16.214213023951572,-13.684636879730192
166,reel_box,-18.88322696533254,-16.34417467612525
167,reel_box,-27.05295374704215,-24.674546779176694
168,reel_box,-18.297385216360713,-15.733032475733694
169,reel_box,-16.0697719652743,-13.482908823456967
170,reel_box,-16.58537845744399,-14.03195817799201
171,reel,-16.71335647013052,-14.165209537739088
172,thruster,-16.64812184247688,-14.13118372377511
173,thruster,-16.71478778376667,-14.200310014122465
174,thruster,-16.71480876852092,-14.200338846691409
175,thruster,-16.714562826168393,-14.200108608686548
176,thruster,-16.71450077024599,-14.200023233237744
177,thruster,-16.781062759803213,-14.269255159371028
178,thruster,-16.77298945522756,-14.238745500044047
179,thruster,-16.83918319005659,-14.307455931639709
180,thruster,-16.83958799332169,-14.307832461101327
181,thruster,-16.83961149659308,-14.307848887201487
182,thruster,-16.83921870638602,-14.307468369521644
183,thruster,-16.90566907471725,-14.376596927725132
