,0,1,label
1,-0.15837497660368172,44.78308408693209,PCBbat_Zminus
2,0.0035919873604370878,44.79046572221432,PCBbat_Zminus
3,0.0047715669565491226,44.791559260300005,PCBbat_Zminus
4,0.0018103389156181038,44.793308939436145,PCBbat_Zminus
5,0.1046419766542499,44.81394140814001,PCBbat_Zminus
6,0.09535723276377439,44.81197098256922,PCBbat_Zminus
7,0.0074733899398324866,44.793261473826476,PCBbat_Zminus
8,-0.1448219179761736,44.78378546721467,PCBbat_Zminus
9,-12.34974594997891,42.591443712511875,BottomPlate
10,-12.37040256015581,42.49558231960992,BottomPlate
11,-11.948129142756272,42.484605550526226,BottomPlate
12,-13.103624435531742,42.53217555821874,BottomPlate
13,-12.814967487158015,42.41756079847346,BottomPlate
14,-12.65319855571073,42.15503148916082,BottomPlate
15,-14.14599573347516,42.60512461199727,BottomPlate
16,-13.1379500060807,42.492715182775044,BottomPlate
17,-12.455972108256901,42.46157278320891,BottomPlate
18,-0.15020800686852454,44.35912943102818,Battery
19,-0.14974228424949843,44.73225847216895,Battery
20,-0.149987394608047,44.48906131382597,Battery
21,-0.1497911555322844,44.62138125885002,Battery
22,-0.14994038436884694,44.54271132586496,Battery
23,0.09840594330245267,44.81259975031753,Battery
24,-15.57097112077139,44.386478925613005,PCBbat_Zplus
25,-15.55751062313169,44.38893922662288,PCBbat_Zplus
26,-15.501304421010332,44.39386237576673,PCBbat_Zplus
27,-15.511307872812267,44.39441835235283,PCBbat_Zplus
28,-15.546121694911506,44.39455275011022,PCBbat_Zplus
29,-15.536987817537238,44.39526259147118,PCBbat_Zplus
30,-15.652929674763186,44.35781579224874,PCBbat_Zplus
31,-15.642714605444667,44.359088229198164,PCBbat_Zplus
32,-15.574142861676421,44.39294703059869,PCBbat_Zplus
33,-15.586632154525944,44.39277184535604,PCBbat_Zplus
34,-15.66543685879401,44.36011983385049,PCBbat_Zplus
35,-15.654573966417445,44.36131437409375,PCBbat_Zplus
36,-15.73586730676135,44.32700376843468,PCBbat_Zplus
37,-15.751236121283512,44.32539786799191,PCBbat_Zplus
38,-15.538005003590797,44.39157174182645,PCBbat_Zplus
39,-15.527992687260564,44.39286545442451,PCBbat_Zplus
40,-15.636624485194318,44.36046571147534,RW_Z
41,-15.636634261570123,44.360455734032314,RW_Z
42,-15.63778628820154,44.36036525726763,RW_Z
43,-15.636630117550965,44.36045719573417,RW_Z
44,-15.636019743320787,44.36048605444881,RW_Z
45,-15.636645511506401,44.36044607904887,RW_Z
46,-12.213858963174175,42.62235631348659,PCB
47,-11.325411688678685,42.69193937519816,PCB
48,-11.820066849710258,42.521283182075365,PCB
49,-12.04718784414763,42.66249389212851,PCB
50,-11.312662507626328,42.81203091675917,PCB
51,-11.330457048206256,42.73319632462977,PCB
52,-13.87432696589974,42.64017097397425,PCB
53,-12.051702048034144,42.68977431836163,PCB
54,-12.336320417226887,42.49892470326597,PCB
55,-12.06153796029821,42.66971886820551,PCB
56,-10.994210421402784,42.930733469742165,PCB
57,-11.701680174728551,42.55745523236459,PCB
58,-11.626538231497307,42.96997139382819,PCB
59,-10.907517486998188,43.06960563599006,PCB
60,-11.039219740661224,42.900480769639216,PCB
61,-13.59536863399319,42.69547755508262,PCB
62,-11.676881179132522,42.935813913354366,PCB
63,-12.22705232894532,42.53674784985628,PCB
64,-11.94123703015265,42.70654878652408,PCB
65,-10.214532652227263,43.14054904434198,PCB
66,-11.580757892664792,42.590995942107156,PCB
67,-10.768491689926975,43.19908761933482,PCB
68,-9.82916429408857,43.34486310923393,PCB
69,-10.269013565125249,43.10585807664131,PCB
70,-13.385961518503393,42.739963959925944,PCB
71,-10.828304136240035,43.15795027108817,PCB
72,-12.121548005612624,42.571647187273186,PCB
73,0.02634567701005608,44.79298866685576,PCB
74,-0.3693891544095891,44.704786496842246,PCB
75,-2.3802150989932898,44.32605039479671,PCB
76,0.44794152644448104,44.860701602867834,PCB
77,0.2763582952247816,44.82869228267526,PCB
78,-0.3523949185963602,44.7062711931091,PCB
79,0.14195013376127008,44.81810638830348,PCB
80,0.44207608158268386,44.857685284401725,PCB
81,0.02240088239693705,44.79001963182833,PCB
82,-0.15018992198434944,44.40876250083397,Battery
83,-0.1498020811455376,44.19664843836324,Battery
84,-0.14994846685289076,44.410368183616356,Battery
85,-0.14988635621892854,44.52213655088474,Battery
86,-0.14995791390578006,44.45713863237228,Battery
87,0.006168486103149462,44.79360489459697,Battery
88,-0.15018531986373773,44.41881784780543,Battery
89,-0.14961649559973011,44.8502573872355,Battery
90,-0.14993469315328412,44.59427125625382,Battery
91,-0.14979675312127938,44.608133552022935,Battery
92,-0.14988526743536568,44.13613370338743,Battery
93,-0.1493256727473522,44.7835794285391,Battery
94,-0.1501967694113091,44.401444543234334,Battery
95,-0.14969455914518903,44.825809916550725,Battery
96,-0.14995430467320148,44.56307694486577,Battery
97,-0.14974282372503467,44.714376487730135,Battery
98,-0.1498982427166311,44.69604648344159,Battery
99,0.0018972109509718393,44.7909130025929,Battery
100,-65.10828801628114,46.493353113929686,SolarArray
101,-70.31187844160644,46.09894188786046,SolarArray
102,-67.55874963534131,49.22620001746151,SolarArray
103,-69.72849299987948,47.64563920360075,SolarArray
104,-68.38804390804856,50.59625844680829,SolarArray
105,-69.67012202146896,48.7932910200916,SolarArray
106,-68.60356961200469,51.41213437609258,SolarArray
107,-69.63401481528018,49.51174255719138,SolarArray
108,-68.49165339378425,51.881045940989,SolarArray
109,-69.48113642156872,49.90412218944476,SolarArray
110,-68.0810761553428,51.99444604024967,SolarArray
