1,-20.77, 0.091823349							
4,-22.32,0.024048972
9,-22.58,0.012680367
16,-22.69,0.007870573
25,-22.76,0.004809794
36,-22.79,0.003498032
49,-22.82,0.00218627
64,-22.84,0.001311762
