,0,1,label
1,-0.14641336350723577,44.823177178689036,PCBbat_Zminus
2,-0.14039135072823683,44.85083582686599,PCBbat_Zminus
3,-0.141127505927102,44.849981680327915,PCBbat_Zminus
4,-0.14991140130138092,44.82092491561747,PCBbat_Zminus
5,-0.15027538579676047,44.8502141176636,PCBbat_Zminus
6,-0.15000182341856316,44.848300108303135,PCBbat_Zminus
7,-0.15007944170577048,44.81983870436409,PCBbat_Zminus
8,-0.14618331323458733,44.82469735013933,PCBbat_Zminus
9,-15.520598550530451,42.256383171146524,BottomPlate
10,-15.537112784890951,42.20386580358445,BottomPlate
11,-15.15848594909545,42.21646858771709,BottomPlate
12,-16.235997616941063,42.26549702024073,BottomPlate
13,-15.92049855401848,42.17565856226116,BottomPlate
14,-15.678073039216997,41.985617413330885,BottomPlate
15,-17.2356726654844,42.43277538085613,BottomPlate
16,-16.221519593837,42.28325549054398,BottomPlate
17,-15.499099860657566,42.2653806210086,BottomPlate
18,-0.14999924986659607,44.83759889917701,Battery
19,-0.14999873612407555,44.34507857648765,Battery
20,-0.14999978396980396,44.321960810172925,Battery
21,-0.14999922418803635,44.78786365479522,Battery
22,-0.14999957777467898,44.785776863420665,Battery
23,-0.14999795095621948,44.84924093051302,Battery
24,-19.56243466218052,44.85139733224628,PCBbat_Zplus
25,-19.545248078849966,44.85166465066891,PCBbat_Zplus
26,-19.561693901393653,44.73019343518001,PCBbat_Zplus
27,-19.569916001695873,44.74797410449855,PCBbat_Zplus
28,-19.650754548855076,44.71188429239578,PCBbat_Zplus
29,-19.641792070030107,44.703965440384934,PCBbat_Zplus
30,-19.641168168822873,44.88652727315156,PCBbat_Zplus
31,-19.62872456185835,44.885410488861794,PCBbat_Zplus
32,-19.72483202612065,44.66834664485134,PCBbat_Zplus
33,-19.736228051400076,44.682549912433274,PCBbat_Zplus
34,-19.733805794002564,44.802092288491224,PCBbat_Zplus
35,-19.721001211693732,44.8001679044977,PCBbat_Zplus
36,-19.722190692265627,44.921094227101605,PCBbat_Zplus
37,-19.739049490171794,44.923556380111734,PCBbat_Zplus
38,-19.562534912841073,44.79918642371899,PCBbat_Zplus
39,-19.55028643596185,44.798440250338615,PCBbat_Zplus
40,-19.62422619908935,44.88529111633153,RW_Z
41,-19.624235480594677,44.885287281844626,RW_Z
42,-19.625638672304206,44.8853235101094,RW_Z
43,-19.62423781332592,44.885282892532246,RW_Z
44,-19.623481488996276,44.88528712908686,RW_Z
45,-19.624252593750384,44.88528261913109,RW_Z
46,-15.36796568667745,42.29163573246956,PCB
47,-14.478949431634646,42.40103628765752,PCB
48,-15.03789273190256,42.25160006399858,PCB
49,-15.162598088544883,42.403273121446716,PCB
50,-14.413821117266252,42.563557032015524,PCB
51,-14.428025664871086,42.50212869389742,PCB
52,-17.010498294190768,42.45742463054302,PCB
53,-15.129651151564985,42.47384835037104,PCB
54,-15.372586635719074,42.302960411820095,PCB
55,-15.238163825442143,42.33153231274446,PCB
56,-14.154665748810714,42.63005683494015,PCB
57,-14.933605546726824,42.285676329421904,PCB
58,-14.722433212630733,42.7158955094431,PCB
59,-13.99956386260817,42.81916503103224,PCB
60,-14.144281323794132,42.66519106997458,PCB
61,-16.664219568757062,42.51911464258569,PCB
62,-14.727651647507173,42.726192633743835,PCB
63,-15.254691934832351,42.341537851565135,PCB
64,-15.106480468591599,42.37055794348265,PCB
65,-13.193252778856788,42.870478085765455,PCB
66,-14.830858593112794,42.317541620235545,PCB
67,-13.764657042390922,42.958513829897754,PCB
68,-12.705375207870873,43.129034265606435,PCB
69,-13.188491881155187,42.896601052698486,PCB
70,-16.631754394098152,42.525425335552086,PCB
71,-13.773068161437948,42.96166313153998,PCB
72,-15.152650666228908,42.37312020750488,PCB
73,-0.13329325157656058,44.81826342307329,PCB
74,0.20048626880679876,44.8515164974761,PCB
75,-0.13277412598904448,44.82226630724324,PCB
76,0.21256352526756928,44.890517560209446,PCB
77,0.35670906891886034,44.91849327661089,PCB
78,0.22828886781610436,44.896545129479364,PCB
79,-0.13224856013562203,44.85196270098817,PCB
80,0.21866637875200468,44.905885142255215,PCB
81,-0.11287258176781734,44.853093966232564,PCB
82,-0.1499992041175915,44.622685199213606,Battery
83,-0.1499979102325142,36.40149347253788,Battery
84,-0.1499996637106733,43.56173895817284,Battery
85,-0.1499993617267137,44.68517854371106,Battery
86,-0.14999941544181183,43.349074969652975,Battery
87,-0.14999795869988475,44.82086181748349,Battery
88,-0.14999920046165016,44.7402362601166,Battery
89,-0.14999862215188386,44.33481236672844,Battery
90,-0.14999975537699584,44.78792400939926,Battery
91,-0.14999915690907528,44.420638564897956,Battery
92,-0.1499992131278418,41.5577446096616,Battery
93,-0.1463483424817582,44.82390858571455,Battery
94,-0.14999922536725308,44.85000284148555,Battery
95,-0.1499987724305356,44.55667059397467,Battery
96,-0.14999982388889066,44.81849239841159,Battery
97,-0.14999911142581368,44.80093395965588,Battery
98,-0.149999539902808,44.83883307388652,Battery
99,-0.1408523504785535,44.85000296327337,Battery
100,-60.05920309927549,31.890265933904914,SolarArray
101,-54.85897745354586,50.72654431410194,SolarArray
102,-53.420732411617564,52.374078044944724,SolarArray
103,-52.35179310923118,56.621028901597356,SolarArray
104,-49.75988708171363,61.154433921253656,SolarArray
105,-49.84834726078054,61.630543193213896,SolarArray
106,-47.74802383718665,65.05822602028303,SolarArray
107,-48.17284701779954,64.55041907902347,SolarArray
108,-46.955199394530496,66.42813319641783,SolarArray
109,-47.46467553887908,65.67495561001971,SolarArray
110,-47.26840661140429,65.78260330677722,SolarArray
