4,-20.04,0.123742895						
9,-20.38,0.108876257	
16,-21.84,0.045037167
25,-22.39,0.020988194
36,-22.63,0.010494097
49,-22.75,0.005247049
64,-22.82,0.00218627
81,-22.87,0
