ESATAN 2017 sp2;  MODEL RU_V4_BASE_RADIATIVE;  TIME 14 April     2020  19:56:07
 
TIME,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L99998,L99999,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C99998,C99999,QI1,QI2,QI3,QI4,QI5,QI6,QI7,QI8,QI9,QI10,QI11,QI12,QI13,QI14,QI15,QI99998,QI99999,QS1,QS2,QS3,QS4,QS5,QS6,QS7,QS8,QS9,QS10,QS11,QS12,QS13,QS14,QS15,QS99998,QS99999,QSI1,QSI2,QSI3,QSI4,QSI5,QSI6,QSI7,QSI8,QSI9,QSI10,QSI11,QSI12,QSI13,QSI14,QSI15,QSI99998,QSI99999,
 0.000000000000000E+00,"Panel_body","Panel_inner:back","Panel_inner:solar_cells","Panel_outer:solar_cells","Panel_outer:back","Box","Box","Box","Box","Box","Box","Propulsion","AdditionalPCB","TetherPCB","AvionicsPCB","INACTIVE_NODE","ENVIRONMENT",1.231059375000000E+01,5.827500000000000E+00,5.827500000000000E+00,5.827500000000000E+00,5.827500000000000E+00,1.620178560000000E+01,1.755193440000000E+01,1.777988160000000E+01,1.755193440000000E+01,1.777988160000000E+01,1.620178560000000E+01,1.461537000000000E+01,1.461537000000000E+01,1.461537000000000E+01,1.461537000000000E+01,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,3.000000119209290E-01,0.000000000000000E+00,0.000000000000000E+00,2.000000029802322E-01,0.000000000000000E+00,0.000000000000000E+00,6.820737439771056E-01,6.111028643356285E-04,6.458079671170590E-01,6.453677944542832E-01,5.803165360024408E-04,0.000000000000000E+00,1.562081483300054E-04,0.000000000000000E+00,0.000000000000000E+00,2.891632949506901E-04,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,
