ESATAN 2017 sp2;  MODEL RU_V4_COND_CONDUCTIVE;  TIME 19 March     2020  00:52:25
 
TIME,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L99998,L99999,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A99998,A99999,QI1,QI2,QI3,QI4,QI5,QI6,QI7,QI8,QI9,QI10,QI11,QI12,QI13,QI99998,QI99999,QS1,QS2,QS3,QS4,QS5,QS6,QS7,QS8,QS9,QS10,QS11,QS12,QS13,QS99998,QS99999,QAI1,QAI2,QAI3,QAI4,QAI5,QAI6,QAI7,QAI8,QAI9,QAI10,QAI11,QAI12,QAI13,QAI99998,QAI99999,QEI1,QEI2,QEI3,QEI4,QEI5,QEI6,QEI7,QEI8,QEI9,QEI10,QEI11,QEI12,QEI13,QEI99998,QEI99999,QSI1,QSI2,QSI3,QSI4,QSI5,QSI6,QSI7,QSI8,QSI9,QSI10,QSI11,QSI12,QSI13,QSI99998,QSI99999,
 0.000000000000000E+00,"Panel_body","Panel_inner","Panel_outer","Box","Box","Box","Box","Box","Box","Propulsion","AdditionalPCB","TetherPCB","AvionicsPCB","INACTIVE_NODE","ENVIRONMENT",7.394000000000000E-03,7.000000000000000E-03,7.000000000000000E-03,6.006000000000000E-03,6.507000000000000E-03,6.591000000000000E-03,6.507000000000000E-03,6.591000000000000E-03,6.006000000000000E-03,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,1.000000000000000E+20,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,3.000000119209290E-01,0.000000000000000E+00,0.000000000000000E+00,2.000000029802322E-01,0.000000000000000E+00,0.000000000000000E+00,6.816700100898743E-01,6.453679800033569E-01,6.453679800033569E-01,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,
