7.557343353881060821e-01,4.495784208463689952e-02,2.940521660074054133e-01,4.587393014128401947e-01,4.861687052144296195e-01,6.076227473000450630e-01,9.388292053944625737e-01,5.248675538254464756e-01,4.654457823134405259e-01,-1.070699999999999932e+02,-1.072399999999999949e+02,-1.056099999999999994e+02,-1.036299999999999955e+02
4.697107220303163577e-02,1.109228556716720937e-01,2.836827199055327875e-01,7.763465087986439750e-01,1.614730030389793791e-02,2.965467993916485190e-01,3.718694843400883743e-01,4.750067032773647169e-02,4.932082407786840261e-01,-5.831000000000000227e+01,-5.620000000000000284e+01,-5.879999999999999716e+01,-8.484000000000000341e+01
9.170766733332470777e-02,5.608141100055503286e-02,2.987894393472562693e-01,9.928391344180215183e-01,9.645486682367983011e-01,5.301920714591935591e-01,8.882542736533665106e-01,5.766123217954554070e-01,8.928717347474468546e-01,-5.546999999999999886e+01,-5.792999999999999972e+01,-5.829999999999999716e+01,-7.840999999999999659e+01
2.300071509708314157e-02,2.423878780286438384e-01,3.170289477227739017e-01,7.488646413986300709e-01,4.570359013676331683e-01,6.400798587528858663e-01,5.565544356289535699e-01,5.545076241449837795e-01,6.732419843306370888e-01,-6.007999999999999829e+01,-6.007999999999999829e+01,-6.125999999999999801e+01,-9.348999999999999488e+01
5.870665778009479530e-01,1.016036914704160771e-01,2.545765871700960692e-01,6.932605788888125675e-02,2.715547619073608865e-01,6.205924720757935997e-01,3.831063145455556596e-01,4.896426903106970152e-01,1.890430889204804121e-02,-1.124099999999999966e+02,-1.122600000000000051e+02,-8.503000000000000114e+01,-1.027699999999999960e+02
2.131264450332516769e-01,2.281757265159344711e-02,3.004761231654788922e-01,4.942291519409382494e-01,3.913446458403955774e-01,9.973517721481260923e-01,2.645152323371378067e-01,4.467785499343732147e-01,1.277356142112759385e-01,-7.790000000000000568e+01,-7.703000000000000114e+01,-7.631000000000000227e+01,-8.384999999999999432e+01
2.207145089380859182e-01,7.993085457535138716e-02,3.168347067662989902e-01,6.459155087938448503e-01,5.004688959106530222e-01,5.158514922999604124e-01,2.852934841150533973e-02,9.315519581096611823e-01,4.144408327008105575e-01,-7.796999999999999886e+01,-6.782999999999999829e+01,-7.815999999999999659e+01,-9.073999999999999488e+01
3.729040615332804842e-01,6.986465876105552031e-02,2.992556532057423224e-01,7.817059750690745767e-01,7.532684535674623039e-01,7.263135834908388544e-01,9.105667099823242516e-01,4.231928357719423883e-01,3.626169039524763660e-01,-8.437000000000000455e+01,-8.532999999999999829e+01,-8.432999999999999829e+01,-9.223000000000000398e+01
2.968159700166208559e-01,5.083339749683209868e-02,3.110757660074111586e-01,1.950453865719875002e-01,8.755159208743116261e-01,2.357460564681643223e-01,7.298758745925727487e-01,6.237769695642506051e-02,5.586742917689860866e-01,-9.092000000000000171e+01,-9.168999999999999773e+01,-9.068000000000000682e+01,-9.526000000000000512e+01
6.223331724896929984e-01,1.930175527892262488e-01,2.689231000249578951e-01,4.632425092912927922e-01,9.240924531071728065e-01,8.033324038990240501e-01,2.765129890286076031e-01,1.508059139653839809e-01,8.810591490021137950e-01,-9.996999999999999886e+01,-1.006200000000000045e+02,-9.965999999999999659e+01,-9.739000000000000057e+01
