ESATAN 2017 sp2;  MODEL CUBESAT;  TIME 28 May       2020  17:23:41
 
TIME,L1,L2,L3,L4,L5,L6,L7,L99998,L99999,A1,A2,A3,A4,A5,A6,A7,A99998,A99999,QI1,QI2,QI3,QI4,QI5,QI6,QI7,QI99998,QI99999,QS1,QS2,QS3,QS4,QS5,QS6,QS7,QS99998,QS99999,
 0.000000000000000E+00,"pcb","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","INACTIVE_NODE","ENVIRONMENT",1.445000000000000E-02,2.000000000000000E-02,2.000000000000000E-02,2.000000000000000E-02,2.000000000000000E-02,2.000000000000000E-02,2.000000000000000E-02,0.000000000000000E+00,1.000000000000000E+20,3.000000119209290E-01,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,1.224233989479928E+01,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,
