ESATAN 2017 sp2;  MODEL CUBESAT;  TIME 28 May       2020  17:23:41
 
TIME,GL:(1;7),GL:(2;3),GL:(2;4),GL:(2;5),GL:(2;6),GL:(3;2),GL:(3;4),GL:(3;6),GL:(3;7),GL:(4;2),GL:(4;3),GL:(4;5),GL:(4;7),GL:(5;2),GL:(5;4),GL:(5;6),GL:(5;7),GL:(6;2),GL:(6;3),GL:(6;5),GL:(6;7),GL:(7;1),GL:(7;3),GL:(7;4),GL:(7;5),GL:(7;6),GR:(1;2),GR:(1;3),GR:(1;4),GR:(1;5),GR:(1;6),GR:(1;7),GR:(2;1),GR:(2;3),GR:(2;4),GR:(2;5),GR:(2;6),GR:(2;7),GR:(2;99999),GR:(3;1),GR:(3;2),GR:(3;4),GR:(3;5),GR:(3;6),GR:(3;7),GR:(3;99999),GR:(4;1),GR:(4;2),GR:(4;3),GR:(4;5),GR:(4;6),GR:(4;7),GR:(4;99999),GR:(5;1),GR:(5;2),GR:(5;3),GR:(5;4),GR:(5;6),GR:(5;7),GR:(5;99999),GR:(6;1),GR:(6;2),GR:(6;3),GR:(6;4),GR:(6;5),GR:(6;7),GR:(6;99999),GR:(7;1),GR:(7;2),GR:(7;3),GR:(7;4),GR:(7;5),GR:(7;6),GR:(7;99999),GR:(99999;2),GR:(99999;3),GR:(99999;4),GR:(99999;5),GR:(99999;6),GR:(99999;7),
 0.000000000000000E+00,3.760000000000000E-01,2.050000000000000E-01,2.050000000000000E-01,2.050000000000000E-01,2.050000000000000E-01,2.050000000000000E-01,2.050000000000000E-01,2.050000000000000E-01,2.050000000000000E-01,2.050000000000000E-01,2.050000000000000E-01,2.050000000000000E-01,2.050000000000000E-01,2.050000000000000E-01,2.050000000000000E-01,2.050000000000000E-01,2.050000000000000E-01,2.050000000000000E-01,2.050000000000000E-01,2.050000000000000E-01,2.050000000000000E-01,3.760000000000000E-01,2.050000000000000E-01,2.050000000000000E-01,2.050000000000000E-01,2.050000000000000E-01,1.728980000000000E-03,1.690970000000000E-03,1.468320000000000E-03,1.419800000000000E-03,1.631350000000000E-03,4.554220000000000E-03,1.728980000000000E-03,1.663050000000000E-03,1.744260000000000E-03,1.709060000000000E-03,1.712900000000000E-03,1.886220000000000E-04,8.999999999999999E-03,1.690970000000000E-03,1.663050000000000E-03,1.587450000000000E-03,1.377580000000000E-03,1.556720000000000E-03,8.801460000000001E-04,8.999999999999999E-03,1.468320000000000E-03,1.744260000000000E-03,1.587450000000000E-03,1.617120000000000E-03,1.394010000000000E-03,9.926640000000001E-04,8.999999999999999E-03,1.419800000000000E-03,1.709060000000000E-03,1.377580000000000E-03,1.617120000000000E-03,1.645420000000000E-03,1.004920000000000E-03,8.999999999999999E-03,1.631350000000000E-03,1.712900000000000E-03,1.556720000000000E-03,1.394010000000000E-03,1.645420000000000E-03,9.401260000000000E-04,8.999999999999999E-03,4.554220000000000E-03,1.886220000000000E-04,8.801460000000001E-04,9.926640000000001E-04,1.004920000000000E-03,9.401260000000000E-04,8.999999999999999E-03,8.999999999999999E-03,8.999999999999999E-03,8.999999999999999E-03,8.999999999999999E-03,8.999999999999999E-03,8.999999999999999E-03,
