6.666838193065480755e-01,8.017350363272442160e-02,3.311424111771545387e-01,8.112649204255161228e-01,1.132005771437552077e+01,8.434711254049832974e+01,1.503592229024906715e+02,-9.870000000000000284e+01,-8.237000000000000455e+01,-7.812999999999999545e+01,-1.030000000000000000e+02
6.121060944918495228e-02,2.333636958658068805e-01,3.379513578036816290e-01,6.467187028197571852e-01,1.741582557734546128e+02,9.638980059037720594e+01,1.090328674639182935e+02,1.146899999999999977e+02,2.885999999999999943e+01,-6.157000000000000028e+01,-8.753000000000000114e+01
4.116234263725496167e-01,1.121555344541928616e-02,3.063503777149815255e-01,1.441709363860642704e-02,6.184934144960460856e+01,1.682167636509568354e+02,9.654496704934186369e+01,-8.706000000000000227e+01,-4.656000000000000227e+01,-7.890999999999999659e+01,-1.030199999999999960e+02
2.437564985594206923e-01,1.000479830840023815e-01,2.664220456652805491e-01,9.969169414473572077e-01,2.045330219229151396e+02,1.091963345178792366e+02,1.943785085160665744e+02,4.129999999999999716e+01,-6.346000000000000085e+01,-6.751000000000000512e+01,-9.164000000000000057e+01
6.369841088477627977e-01,7.010743925402432297e-02,3.150926537461596344e-01,1.842895872756768472e-01,6.528914426319833808e+01,1.560211159462648389e+01,7.637979356673885434e+01,-8.156999999999999318e+01,-9.673000000000000398e+01,-8.217000000000000171e+01,-1.018900000000000006e+02
4.787098559284131971e-01,7.026862621511105640e-03,2.692051783622856354e-01,3.671730535490896341e-01,1.089708322144553847e+02,1.943705306661620398e+02,6.508056227808266314e+00,-6.654000000000000625e+01,-5.654999999999999716e+01,-9.612999999999999545e+01,-9.879000000000000625e+01
1.493846449361033446e-01,1.177290805436154025e-01,3.432439069710896407e-01,8.038789639966045231e-01,1.045749059623206279e+01,1.713242247480305025e+02,8.762147873061950065e+01,-5.502000000000000313e+01,-1.299000000000000021e+01,-6.934000000000000341e+01,-8.851000000000000512e+01
6.853213155146754554e-01,1.247691818242181727e-01,3.240629560094475670e-01,3.410719014079230949e-01,2.198220919998423426e+02,4.593875182735893503e+01,2.918348351039575306e+01,5.280000000000000249e+00,-6.437999999999999545e+01,-8.806999999999999318e+01,-9.846999999999999886e+01
5.228113290982475680e-01,2.451044994917456754e-01,3.164285524412995265e-01,8.711592776346960276e-01,1.323154372073810521e+02,3.935748013516698762e+01,9.944826067929271574e+01,8.356999999999999318e+01,-7.003000000000000114e+01,-7.356999999999999318e+01,-9.515000000000000568e+01
2.176503716913021913e-01,1.880001133549561443e-01,2.609933656553740100e-01,6.028632246788440119e-01,1.388826973678476406e+02,1.898545024033284392e+02,2.431452746634147388e+02,2.421999999999999886e+01,1.124000000000000021e+01,-6.509000000000000341e+01,-9.050000000000000000e+01
