6.450131981688028704e-01,1.545807089253872502e-01,2.893809334504998665e-01,1.415039810886503102e-01,4.610124212874835425e-01,6.387734387907847422e-01,6.497185462671059009e-01,3.216480088277862137e-01,7.560312597067915252e-01,-1.073599999999999994e+02,-1.073199999999999932e+02,-1.061400000000000006e+02,-1.008499999999999943e+02
5.312528975478486570e-01,9.281117827671443721e-02,2.598631303443865170e-01,9.522225153973551404e-01,1.701385748345632665e-01,6.871352755865456352e-02,8.980591806698084989e-01,4.546999796186712017e-01,9.843355430789723082e-01,-8.715000000000000568e+01,-8.853000000000000114e+01,-8.875000000000000000e+01,-9.287999999999999545e+01
8.428260752464465655e-02,1.346846162089229693e-01,2.769167004970192192e-01,1.543212145799206791e-01,4.168182224619328968e-01,9.965706021947727533e-02,9.093417737739765139e-01,7.814463028149165602e-01,4.769672316753032493e-01,-7.529000000000000625e+01,-7.584999999999999432e+01,-7.535999999999999943e+01,-9.154999999999999716e+01
6.990967481436266562e-01,7.434295278921485006e-02,2.676256711457861148e-01,9.389310764868824544e-01,3.952251450681035783e-01,2.706155426232056405e-01,6.522416352685498353e-01,1.709074440258228633e-01,7.970334585373139991e-01,-9.537999999999999545e+01,-9.598000000000000398e+01,-9.585999999999999943e+01,-9.604999999999999716e+01
6.760038072073666360e-01,1.047969167628017562e-01,3.118541356224714955e-01,8.186133358473574040e-01,7.939482496297861625e-01,4.231544427023434807e-01,7.220708870020764447e-01,1.269552840392030868e-01,3.128172810660295733e-01,-9.792000000000000171e+01,-9.959999999999999432e+01,-9.768999999999999773e+01,-9.909000000000000341e+01
6.179635496327944288e-01,3.256408895819812299e-02,2.743336419720079355e-01,2.422058392041539499e-01,1.026829319525756762e-01,3.738171660936273066e-01,1.310332411393646049e-02,3.304184067278172487e-01,5.309479785407252850e-01,-1.053100000000000023e+02,-8.948000000000000398e+01,-1.035999999999999943e+02,-1.025100000000000051e+02
4.597982254996484386e-01,2.509323335112242925e-01,3.144310912068853381e-01,7.670653617285974057e-01,7.760497398172196970e-01,4.353523084449025249e-01,7.456410791996298526e-01,1.506797380437381040e-01,4.273062318560510997e-01,-9.071999999999999886e+01,-9.220999999999999375e+01,-9.115000000000000568e+01,-9.812000000000000455e+01
9.291559151146216999e-02,1.853769948590748007e-01,2.629545964226107091e-01,1.177090199957123301e-01,4.806657536564114958e-02,1.646348580032615527e-01,7.557505654241869486e-01,5.416455709169660793e-01,7.812740417644832569e-02,-7.876999999999999602e+01,-7.862000000000000455e+01,-7.509000000000000341e+01,-9.318999999999999773e+01
3.086358741997288768e-01,2.122833425337298519e-01,2.576768510517904454e-01,8.451765212379239167e-03,1.149780684696780214e-01,2.592559960822088949e-01,6.058079604554861275e-01,8.290906299441141991e-01,8.583716839949950828e-01,-9.409000000000000341e+01,-9.403000000000000114e+01,-9.307999999999999829e+01,-9.620999999999999375e+01
2.658491444172039198e-01,5.362658701157413388e-02,2.538928766057451658e-01,5.673826482438767416e-01,8.502525280519124262e-01,3.056860994471885529e-01,9.836013103672666125e-01,2.156807158550917425e-01,6.047494158066168968e-01,-7.770999999999999375e+01,-7.950000000000000000e+01,-7.884000000000000341e+01,-8.720000000000000284e+01
1.360792431822530624e-01,1.095882790756600167e-01,3.037842979653274100e-01,7.278640153148870917e-01,6.265243390639512189e-01,2.213662383217938068e-01,9.602016892885343324e-01,2.761312116595593946e-01,7.812707035331397654e-01,-6.779999999999999716e+01,-6.984000000000000341e+01,-7.006000000000000227e+01,-8.909000000000000341e+01
5.818133521986620371e-01,1.614692801776688169e-01,3.176262806941913541e-01,9.732693880431909639e-01,1.583940483783448927e-01,5.598494024155658000e-01,8.184044040585959356e-01,3.467219503821061255e-01,6.802450506164882116e-01,-9.400000000000000000e+01,-9.318999999999999773e+01,-9.335999999999999943e+01,-9.770000000000000284e+01
1.371133606671782468e-01,1.861307096375395820e-01,2.914419114381894826e-01,8.659796742178142992e-01,2.679043926168823142e-01,3.367057699711080709e-01,9.949724890169415747e-01,7.376575796744194724e-02,7.401374706044568930e-01,-6.773000000000000398e+01,-6.782999999999999829e+01,-6.848999999999999488e+01,-9.148999999999999488e+01
3.590706111872927764e-01,1.437411645052144027e-01,3.103457115804031941e-01,9.119178049818157383e-01,6.599534797855862722e-01,5.272257596392743162e-01,2.438071090233681626e-01,7.704689869804747238e-01,4.692468833842920739e-02,-8.432999999999999829e+01,-8.456000000000000227e+01,-7.975000000000000000e+01,-9.517000000000000171e+01
7.399741637968262342e-01,1.650148490707256665e-01,2.648291437458553665e-01,8.302701537866519210e-01,9.640683834672659769e-01,3.412799569111215486e-02,8.649127093987031278e-01,1.079572085258383579e-01,3.886470074335639513e-01,-7.631999999999999318e+01,-9.979000000000000625e+01,-9.775000000000000000e+01,-9.656999999999999318e+01
4.902469200945432370e-01,2.297190895916473297e-01,3.154773210713791576e-01,7.095937744531092273e-01,2.348808207976317564e-01,7.441595724871677975e-01,5.139592560774760566e-01,6.792387280195922861e-01,6.531966787149705578e-01,-9.420000000000000284e+01,-9.334999999999999432e+01,-9.348999999999999488e+01,-9.845000000000000284e+01
