7.831285603231629144e-01,8.676211482302993716e-02,2.676292439533912715e-01,3.937503164090600527e-01,1.332906537232675728e-02,1.012731445195387039e+02,2.178311142367745106e+02,1.108393082757042833e+02,-1.173799999999999955e+02,-4.470000000000000284e+01,-7.845999999999999375e+01,-1.060199999999999960e+02
3.000504457589934781e-01,1.524001807463777787e-02,3.114300781346831526e-01,1.335973222968954988e-01,6.152686564389711066e-01,1.844041244515615290e+02,1.376821167256203182e+02,1.987949287418139761e+02,-1.069000000000000057e+02,-1.004899999999999949e+02,-7.445999999999999375e+01,-1.058499999999999943e+02
6.983558832705386576e-01,1.809353075925352883e-01,2.974917740739222438e-01,6.182824836754066133e-01,5.187218301631862927e-01,2.404922405046561664e+02,2.744628862348231735e+01,2.123897702212595959e+02,-1.117500000000000000e+02,-1.039800000000000040e+02,-7.384000000000000341e+01,-1.023799999999999955e+02
8.595563289454041800e-02,1.668618844208459018e-01,2.844251737551958814e-01,2.716241289454604524e-01,7.891710327280722082e-01,1.793426641851654679e+01,1.568252153530604289e+02,2.413391558740882559e+01,-7.614000000000000057e+01,-6.876999999999999602e+01,-7.223999999999999488e+01,-9.306000000000000227e+01
5.944083142530176556e-01,1.267208161727100824e-01,2.640896298039284162e-01,3.260458017126501296e-01,8.872664113026917931e-02,2.451660561091724162e+02,1.671818184323927028e+02,2.142282180809121144e+02,-1.138799999999999955e+02,-6.898000000000000398e+01,-7.151000000000000512e+01,-1.029399999999999977e+02
7.256285180487596076e-01,1.801880042643177748e-01,2.653374796820953674e-01,2.664607205289302172e-01,2.085734386206913038e-01,1.559981192308069069e+02,1.105962441435077892e+01,2.100658092812112443e+02,-1.185400000000000063e+02,-1.162099999999999937e+02,-7.251000000000000512e+01,-1.029000000000000057e+02
3.790696616026525412e-01,1.042520860489166423e-01,2.772276558940758306e-01,3.675905832825595021e-01,4.791712314771293113e-01,2.359438644317900469e+02,7.294671393672182091e+01,1.843731925174571984e+01,-9.443000000000000682e+01,-8.134000000000000341e+01,-8.565000000000000568e+01,-9.640999999999999659e+01
5.844072691462358637e-01,1.076501369107717154e-01,2.991322136509423357e-01,9.310950699531701513e-01,9.960032164324581494e-01,7.197037756643956641e+01,1.040856494040500309e+02,6.929655239098006803e+01,-9.815000000000000568e+01,-9.893000000000000682e+01,-7.893000000000000682e+01,-9.856999999999999318e+01
1.157377272371303417e-01,6.564095490517127263e-02,3.004520794599671585e-01,6.264826497625660684e-01,8.493240171831927254e-01,2.488225549332458684e+02,1.607677027356716906e+02,1.815902062015850902e+02,-6.887999999999999545e+01,-5.668999999999999773e+01,-6.729000000000000625e+01,-8.514000000000000057e+01
2.076102016409175077e-01,8.611660822848792030e-02,3.105528388195125666e-01,4.256508413114866718e-01,2.326184283933447616e-01,8.673037155377022600e+01,1.418665120393056895e+02,1.324952817766846369e+00,-8.167000000000000171e+01,-4.128000000000000114e+01,-8.123000000000000398e+01,-9.225000000000000000e+01
