ESATAN 2017 sp2;  MODEL CUBESAT2;  TIME 29 May       2020  00:26:28
 
TIME,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L99998,L99999,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T99998,T99999,QI1,QI2,QI3,QI4,QI5,QI6,QI7,QI8,QI9,QI10,QI11,QI12,QI13,QI14,QI15,QI16,QI17,QI18,QI19,QI20,QI21,QI22,QI23,QI24,QI25,QI26,QI27,QI28,QI99998,QI99999,QS1,QS2,QS3,QS4,QS5,QS6,QS7,QS8,QS9,QS10,QS11,QS12,QS13,QS14,QS15,QS16,QS17,QS18,QS19,QS20,QS21,QS22,QS23,QS24,QS25,QS26,QS27,QS28,QS99998,QS99999,
 0.000000000000000E+00,"pcb","pcb","pcb","pcb","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","INACTIVE_NODE","ENVIRONMENT",-2.232366182656031E+01,-1.921566119606317E+01,-2.232236002450881E+01,-1.921491872977006E+01,-2.282073795153607E+01,-1.940420000659381E+01,-2.282053235515770E+01,-1.940397986155787E+01,-2.269040587430464E+01,-1.931346731932803E+01,-2.279080927391766E+01,-1.938050880425445E+01,-1.339879985977495E+01,-1.339901022256231E+01,-1.346153378536729E+01,-1.346172075873335E+01,-1.931280251655409E+01,-2.268907056131846E+01,-1.938031445935616E+01,-2.279036538363422E+01,-2.377889065963643E+01,-2.377943995044942E+01,-2.388370135344667E+01,-2.388364923965676E+01,-2.247607085715308E+01,-1.922825415687626E+01,-2.247707322177740E+01,-1.922872215120091E+01,0.000000000000000E+00,-2.700000000000000E+02,7.500000298023224E-02,7.500000298023224E-02,7.500000298023224E-02,7.500000298023224E-02,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,3.060584973699820E+00,3.060584973699820E+00,3.060584973699820E+00,3.060584973699820E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,
