2.681060077843278600e-01,2.422055430841023871e-01,2.998348437273796740e-01,2.279726719871093821e-01,4.271880600602992217e+01,9.499927189831534236e+01,6.913260449529016860e+00,-6.050000000000000000e+01,-2.917000000000000171e+01,-7.395000000000000284e+01,-8.756999999999999318e+01
5.893135958928326090e-01,6.935831573033887643e-02,3.804898050892011607e-01,8.222136006175717604e-01,1.142077877222552758e+02,2.917670634619039660e+01,1.379259519535970746e+01,-5.868999999999999773e+01,-9.548999999999999488e+01,-9.120000000000000284e+01,-9.653000000000000114e+01
7.237815862107004339e-01,1.872665341629767000e-01,3.540245977777902731e-01,2.379611968844513592e-01,8.704269153580506213e+01,2.170995654224567062e+01,8.144807905538284842e+01,-7.226999999999999602e+01,-9.421999999999999886e+01,-7.254000000000000625e+01,-9.448999999999999488e+01
1.548603477425076203e-01,2.372929229383909100e-01,2.015909417653371782e-01,6.528012423043493273e-01,8.989476757598247048e+01,1.707834229611018202e+02,1.374850296588075480e+02,-4.870000000000000284e+01,-4.485999999999999943e+01,-5.739999999999999858e+01,-8.690999999999999659e+01
6.495861483822849003e-01,1.054582746045059222e-01,2.109080729466293047e-01,6.644129242387347700e-01,1.891723187032816611e+02,7.647968219995537709e+01,2.007091608543294683e+02,-6.985999999999999943e+01,-1.207600000000000051e+02,-6.184000000000000341e+01,-1.001200000000000045e+02
3.319344419902341414e-01,1.371349754270333732e-01,2.929244496244733931e-01,1.395671791618053811e-02,1.634412715179731492e+02,4.634042151974349366e+01,1.938956810668271658e+02,-5.396000000000000085e+01,-8.117000000000000171e+01,-6.128000000000000114e+01,-9.243999999999999773e+01
7.156217898314641834e-01,2.076723377636486845e-01,3.174948994959995163e-01,8.781923842186358797e-01,1.658897069394619166e+02,9.036801303293677279e+01,2.248759264580948241e+02,-1.366000000000000014e+01,-8.742000000000000171e+01,-6.296000000000000085e+01,-9.439000000000000057e+01
7.445802982958490412e-01,5.751150073620310554e-02,3.239657875354446936e-01,6.783577326261251983e-01,2.251509720973135416e+02,2.210370064437213955e+02,2.059284145085961484e+02,-6.893000000000000682e+01,-1.284399999999999977e+02,-6.673999999999999488e+01,-1.121200000000000045e+02
9.751094281137250019e-02,2.523236678044318837e-01,2.819110581668622939e-01,6.347409749853871741e-01,1.211085496848662473e+02,3.671387276794003185e+01,8.829637716136889480e+01,-6.820000000000000284e+00,-5.407999999999999829e+01,-5.792000000000000171e+01,-8.623999999999999488e+01
4.119963007558893331e-01,2.949562559803198952e-02,2.132425910677678838e-01,6.722743701905851965e-02,1.254397873651757607e+02,8.128707293820576751e+01,7.207555628154423744e+01,-7.307999999999999829e+01,-1.078700000000000045e+02,-7.050000000000000000e+01,-1.015699999999999932e+02
4.770999260659730679e-01,2.324462973198060667e-01,2.669532418765932502e-01,1.435640731107485080e-01,1.542797902890392550e+02,2.481112368948342350e+02,1.863968349483212705e+02,-5.167999999999999972e+01,-5.500000000000000000e+00,-6.114999999999999858e+01,-9.134000000000000341e+01
