6.534728350335681224e-01,1.723635363327185033e-01,2.424657733592439912e-01,4.836493372462933871e-01,2.312566965084717481e+02,1.815972359163198462e+02,2.082133577762263315e+02,-4.131000000000000227e+01,-6.839000000000000057e+01,-6.135999999999999943e+01,-9.448000000000000398e+01
1.105403634454783512e-01,9.359726086244449239e-02,2.141353922765175666e-01,7.411122007011132773e-01,1.777296662610696956e+02,1.151813096796701075e+02,1.921073073324162976e+02,-4.275000000000000000e+01,-8.829000000000000625e+01,-5.738000000000000256e+01,-8.859999999999999432e+01
7.984853331569964352e-01,5.850839321425905376e-02,2.959387290711593121e-01,6.767594249882774582e-01,1.508324944718313247e+02,2.458594927150633396e+02,1.059541378330088008e+02,-8.326000000000000512e+01,-1.250499999999999972e+02,-7.315000000000000568e+01,-1.091299999999999955e+02
3.796940989363959407e-01,1.513279853247591518e-02,2.902601867674840519e-01,4.100013938131920610e-01,1.273282428843468068e+02,2.407053511702613946e+02,2.214077730053877531e+02,-8.351000000000000512e+01,-1.191500000000000057e+02,-6.349000000000000199e+01,-1.143799999999999955e+02
9.532982314725015061e-02,3.283182955182536306e-02,2.740765229125501357e-01,3.678709880264009469e-01,2.263233077180688326e+02,1.221211655338392532e+01,1.298448602449884106e+02,-2.982999999999999829e+01,-8.459000000000000341e+01,-6.046999999999999886e+01,-8.665000000000000568e+01
5.815941029131979079e-01,1.736731356053466124e-01,3.174116482916667370e-01,7.979171764348483853e-01,2.085379328159523382e+01,2.357610168846252634e+02,9.183242224993266234e+01,-9.185999999999999943e+01,-5.077000000000000313e+01,-6.929999999999999716e+01,-9.354999999999999716e+01
6.285704873725072028e-01,5.192356036357301946e-02,3.135630834698468483e-01,1.299363094624970683e-01,2.997555429340845734e+01,4.693793763859816437e+01,1.708460147175187558e+02,-1.152000000000000028e+02,-1.241299999999999955e+02,-6.745000000000000284e+01,-1.100000000000000000e+02
1.511609163078173890e-01,4.216340836396186703e-02,3.119529415571479225e-01,5.453452865255685733e-01,3.132795334152712385e+00,9.710377307275258829e+01,1.657363850524617419e+02,-9.335999999999999943e+01,-9.448999999999999488e+01,-6.222999999999999687e+01,-9.309999999999999432e+01
7.223351889790290414e-01,2.223184949141940869e-01,2.052558938394800914e-01,6.838654490134337127e-01,8.838451096199545987e+01,1.574297682241986820e+02,6.249664492008108141e+01,-7.529999999999999716e+01,-7.335999999999999943e+01,-7.220999999999999375e+01,-9.095000000000000284e+01
6.061001622777117959e-01,1.873764527673513203e-01,2.717761509891644667e-01,2.276516217956185417e-01,2.137346865310769886e+02,2.468794028690383158e+01,5.375131995159470222e+01,-3.871999999999999886e+01,-9.320999999999999375e+01,-7.390000000000000568e+01,-9.195999999999999375e+01
7.826532092855166267e-01,2.440105247651260523e-01,2.784662749963346950e-01,6.579672735722237598e-02,6.320146699266676649e+01,8.035203244385461119e+01,1.346079774458987401e+02,-8.940999999999999659e+01,-6.535999999999999943e+01,-6.570999999999999375e+01,-9.259999999999999432e+01
6.918659344974623648e-01,9.740430723072396324e-02,2.963213490440851361e-01,7.079465403668278034e-01,4.889454280859141733e+01,3.566559965817565825e+01,4.238582740466468124e+01,-9.245000000000000284e+01,-1.013799999999999955e+02,-8.087999999999999545e+01,-9.698999999999999488e+01
2.925127636792830832e-01,1.050473204116409570e-01,2.023607243273950473e-01,3.360522041246257197e-01,7.822925716071230795e+01,4.933483056311224857e+00,8.362158579721052831e+01,-7.660999999999999943e+01,-9.892000000000000171e+01,-6.540999999999999659e+01,-9.173999999999999488e+01
7.474509579344463805e-01,1.076096185375332304e-01,3.212525916736534981e-01,8.514186360257806063e-01,2.154701604439660798e+02,6.464596202538723446e+01,1.957656237852808943e+02,-3.927000000000000313e+01,-1.034800000000000040e+02,-6.531999999999999318e+01,-1.006599999999999966e+02
2.381749376472392099e-01,6.466704950323677592e-02,3.641170537778197769e-01,2.526685546516128089e-01,8.521645816805281015e+01,3.863424674334713416e+01,3.424897008832216017e+01,-6.039999999999999858e+01,-7.604999999999999716e+01,-7.245000000000000284e+01,-8.923000000000000398e+01
2.564725497933932896e-01,2.160029689470509828e-01,2.527039760875197105e-01,4.654427885265153830e-01,7.029596956913813699e+01,1.974978101344164827e+02,2.360772595880895892e+02,-6.185999999999999943e+01,-3.427000000000000313e+01,-5.795000000000000284e+01,-8.940000000000000568e+01
7.431295648887628613e-02,7.554102217497281335e-02,3.362250638095976019e-01,9.533522888076817470e-01,1.100680112880008181e+02,2.028996792782915861e+02,1.758185601469226071e+02,-3.656000000000000227e+01,-3.963000000000000256e+01,-5.927000000000000313e+01,-8.423999999999999488e+01
