ESATAN 2017 sp2;  MODEL CUBESAT3;  TIME 29 May       2020  19:03:59
 
TIME,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,L22,L23,L24,L25,L26,L27,L28,L29,L30,L31,L32,L33,L34,L35,L36,L37,L38,L39,L40,L41,L42,L43,L44,L45,L46,L47,L48,L49,L50,L51,L52,L53,L54,L55,L56,L57,L58,L59,L60,L61,L62,L63,L99998,L99999,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,T31,T32,T33,T34,T35,T36,T37,T38,T39,T40,T41,T42,T43,T44,T45,T46,T47,T48,T49,T50,T51,T52,T53,T54,T55,T56,T57,T58,T59,T60,T61,T62,T63,T99998,T99999,QI1,QI2,QI3,QI4,QI5,QI6,QI7,QI8,QI9,QI10,QI11,QI12,QI13,QI14,QI15,QI16,QI17,QI18,QI19,QI20,QI21,QI22,QI23,QI24,QI25,QI26,QI27,QI28,QI29,QI30,QI31,QI32,QI33,QI34,QI35,QI36,QI37,QI38,QI39,QI40,QI41,QI42,QI43,QI44,QI45,QI46,QI47,QI48,QI49,QI50,QI51,QI52,QI53,QI54,QI55,QI56,QI57,QI58,QI59,QI60,QI61,QI62,QI63,QI99998,QI99999,QS1,QS2,QS3,QS4,QS5,QS6,QS7,QS8,QS9,QS10,QS11,QS12,QS13,QS14,QS15,QS16,QS17,QS18,QS19,QS20,QS21,QS22,QS23,QS24,QS25,QS26,QS27,QS28,QS29,QS30,QS31,QS32,QS33,QS34,QS35,QS36,QS37,QS38,QS39,QS40,QS41,QS42,QS43,QS44,QS45,QS46,QS47,QS48,QS49,QS50,QS51,QS52,QS53,QS54,QS55,QS56,QS57,QS58,QS59,QS60,QS61,QS62,QS63,QS99998,QS99999,
 0.000000000000000E+00,"pcb","pcb","pcb","pcb","pcb","pcb","pcb","pcb","pcb","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","outer_surf","INACTIVE_NODE","ENVIRONMENT",-2.258199400669497E+01,-1.961668421909849E+01,-1.839633772882598E+01,-2.100296749272371E+01,-1.926954824501638E+01,-1.817290668935931E+01,-2.258156621327004E+01,-1.961475983510110E+01,-1.839702933401438E+01,-2.304219327774734E+01,-2.130892844316003E+01,-1.853621811143245E+01,-2.307592725141893E+01,-2.127687408381098E+01,-1.832678405804785E+01,-2.304228931832625E+01,-2.130931108597068E+01,-1.853676869931959E+01,-2.288496482983984E+01,-2.119276823480703E+01,-1.844954375622319E+01,-2.300416770248381E+01,-2.121414136814701E+01,-1.827902277299663E+01,-2.302447016768591E+01,-2.129071730579304E+01,-1.852346866324365E+01,-1.476039422679048E+01,-1.372874977989557E+01,-1.476120084494448E+01,-1.376703038219142E+01,-1.246375146085165E+01,-1.376784769131234E+01,-1.482913504421953E+01,-1.379687738967471E+01,-1.482987142841694E+01,-1.845071040453251E+01,-2.119344367007034E+01,-2.288470295199699E+01,-1.828007133278825E+01,-2.121478692078190E+01,-2.300432138637879E+01,-1.852421219587467E+01,-2.129139610858883E+01,-2.302490741527666E+01,-2.355845853631985E+01,-2.376352077373502E+01,-2.355877639987011E+01,-2.383743728938245E+01,-2.407917300357653E+01,-2.383746078278975E+01,-2.370263085934934E+01,-2.389049555028780E+01,-2.370263890278557E+01,-2.271699043821809E+01,-2.112836394790855E+01,-1.840933478502043E+01,-2.284015501692301E+01,-2.109636669698193E+01,-1.819923743131196E+01,-2.271722278487150E+01,-2.112768214788693E+01,-1.840848369952670E+01,0.000000000000000E+00,-2.700000000000000E+02,3.333330154418945E-02,3.333330154418945E-02,3.333330154418945E-02,3.333330154418945E-02,3.333330154418945E-02,3.333330154418945E-02,3.333330154418945E-02,3.333330154418945E-02,3.333330154418945E-02,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,1.360259988311123E+00,1.360259988311123E+00,1.360259988311123E+00,1.360259988311123E+00,1.360259988311123E+00,1.360259988311123E+00,1.360259988311123E+00,1.360259988311123E+00,1.360259988311123E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,
