ESATAN 2017 sp2;  MODEL RU_V4_BASE_RADIATIVE;  TIME 28 May       2020  13:04:56
 
TIME,GL:(1;2),GL:(1;15),GL:(2;1),GL:(2;3),GL:(3;2),GL:(3;4),GL:(4;3),GL:(4;10),GL:(5;7),GL:(5;11),GL:(6;7),GL:(6;9),GL:(7;5),GL:(7;6),GL:(8;9),GL:(9;6),GL:(9;8),GL:(10;4),GL:(10;11),GL:(10;12),GL:(10;13),GL:(10;14),GL:(11;5),GL:(11;10),GL:(11;12),GL:(11;14),GL:(11;15),GL:(12;10),GL:(12;11),GL:(12;13),GL:(12;15),GL:(13;10),GL:(13;12),GL:(13;14),GL:(13;15),GL:(14;10),GL:(14;11),GL:(14;13),GL:(14;15),GL:(15;1),GL:(15;11),GL:(15;12),GL:(15;13),GL:(15;14),GR:(1;2),GR:(1;3),GR:(1;4),GR:(1;10),GR:(1;11),GR:(1;12),GR:(1;13),GR:(1;14),GR:(1;15),GR:(2;1),GR:(2;3),GR:(2;4),GR:(2;10),GR:(2;11),GR:(2;12),GR:(2;13),GR:(2;14),GR:(2;15),GR:(3;1),GR:(3;2),GR:(3;4),GR:(3;10),GR:(3;11),GR:(3;12),GR:(3;13),GR:(3;14),GR:(3;15),GR:(4;1),GR:(4;2),GR:(4;3),GR:(4;10),GR:(4;11),GR:(4;12),GR:(4;13),GR:(4;14),GR:(4;15),GR:(5;6),GR:(5;11),GR:(5;14),GR:(5;99998),GR:(5;99999),GR:(6;5),GR:(6;9),GR:(6;11),GR:(6;14),GR:(6;99998),GR:(6;99999),GR:(7;9),GR:(7;14),GR:(7;99999),GR:(8;99999),GR:(9;6),GR:(9;7),GR:(9;14),GR:(9;99998),GR:(9;99999),GR:(10;1),GR:(10;2),GR:(10;3),GR:(10;4),GR:(10;11),GR:(10;12),GR:(10;13),GR:(10;14),GR:(10;15),GR:(10;99999),GR:(11;1),GR:(11;2),GR:(11;3),GR:(11;4),GR:(11;5),GR:(11;6),GR:(11;10),GR:(11;12),GR:(11;13),GR:(11;14),GR:(11;15),GR:(11;99998),GR:(11;99999),GR:(12;1),GR:(12;2),GR:(12;3),GR:(12;4),GR:(12;10),GR:(12;11),GR:(12;13),GR:(12;14),GR:(12;15),GR:(12;99998),GR:(12;99999),GR:(13;1),GR:(13;2),GR:(13;3),GR:(13;4),GR:(13;10),GR:(13;11),GR:(13;12),GR:(13;14),GR:(13;15),GR:(13;99999),GR:(14;1),GR:(14;2),GR:(14;3),GR:(14;4),GR:(14;5),GR:(14;6),GR:(14;7),GR:(14;9),GR:(14;10),GR:(14;11),GR:(14;12),GR:(14;13),GR:(14;15),GR:(14;99998),GR:(14;99999),GR:(15;1),GR:(15;2),GR:(15;3),GR:(15;4),GR:(15;10),GR:(15;11),GR:(15;12),GR:(15;13),GR:(15;14),GR:(15;99999),GR:(99998;5),GR:(99998;6),GR:(99998;9),GR:(99998;11),GR:(99998;12),GR:(99998;14),GR:(99999;5),GR:(99999;6),GR:(99999;7),GR:(99999;8),GR:(99999;9),GR:(99999;10),GR:(99999;11),GR:(99999;12),GR:(99999;13),GR:(99999;14),GR:(99999;15),
 0.000000000000000E+00,3.490300000000000E-01,7.370000000000000E-03,3.490300000000000E-01,2.621900000000000E-01,2.621900000000000E-01,7.250000000000000E-05,7.250000000000000E-05,8.375000000000000E-03,2.000000000000000E-02,2.000000000000000E-02,1.400000000000000E+02,2.000000000000000E-02,2.000000000000000E-02,1.400000000000000E+02,1.400000000000000E+02,2.000000000000000E-02,1.400000000000000E+02,8.375000000000000E-03,1.229820580474934E-01,1.258286082474227E-01,1.229820580474934E-01,1.258286082474227E-01,2.000000000000000E-02,1.229820580474934E-01,1.416970183486239E-01,1.416970183486239E-01,1.229820580474934E-01,1.258286082474227E-01,1.416970183486239E-01,1.416970183486239E-01,1.258286082474227E-01,1.229820580474934E-01,1.416970183486239E-01,1.416970183486239E-01,1.229820580474934E-01,1.258286082474227E-01,1.416970183486239E-01,1.416970183486239E-01,1.258286082474227E-01,7.370000000000000E-03,1.229820580474934E-01,1.258286082474227E-01,1.229820580474934E-01,1.258286082474227E-01,6.054650000000000E-05,3.575680000000000E-05,2.899540000000000E-05,1.029580000000000E-05,1.664630000000000E-05,1.683180000000000E-05,1.629850000000000E-05,1.708480000000000E-05,2.923380000000000E-05,6.054650000000000E-05,5.243050000000000E-05,3.114770000000000E-05,1.060030000000000E-05,1.654440000000000E-05,1.663900000000000E-05,1.664130000000000E-05,1.694260000000000E-05,1.724740000000000E-05,3.575680000000000E-05,5.243050000000000E-05,4.719970000000000E-05,1.579750000000000E-05,2.061200000000000E-05,2.097480000000000E-05,2.065710000000000E-05,2.086650000000000E-05,1.437920000000000E-05,2.899540000000000E-05,3.114770000000000E-05,4.719970000000000E-05,2.953290000000000E-05,2.331860000000000E-05,2.343800000000000E-05,2.295240000000000E-05,2.307160000000000E-05,1.191790000000000E-05,2.459230000000000E-06,5.377730000000000E-07,1.115670000000000E-06,2.760200000000000E-06,6.562450000000000E-03,2.459230000000000E-06,1.604420000000000E-08,2.728900000000000E-07,4.904340000000000E-06,1.967120000000000E-06,2.347920000000000E-04,2.534680000000000E-06,1.469680000000000E-07,6.213800000000000E-03,6.230000000000000E-03,1.604420000000000E-08,2.534680000000000E-06,7.006560000000000E-07,1.629620000000000E-08,2.417940000000000E-04,1.029580000000000E-05,1.060030000000000E-05,1.579750000000000E-05,2.953290000000000E-05,8.895560000000001E-06,9.053330000000001E-06,8.805030000000000E-06,8.902740000000000E-06,4.326070000000000E-06,6.372370000000000E-04,1.664630000000000E-05,1.654440000000000E-05,2.061200000000000E-05,2.331860000000000E-05,5.377730000000000E-07,2.728900000000000E-07,8.895560000000001E-06,9.410390000000000E-06,8.785320000000000E-06,9.531949999999999E-06,7.028730000000000E-06,6.684870000000001E-04,2.089550000000000E-05,1.683180000000000E-05,1.663900000000000E-05,2.097480000000000E-05,2.343800000000000E-05,9.053330000000001E-06,9.410390000000000E-06,9.584130000000001E-06,8.981289999999999E-06,7.335080000000000E-06,3.062960000000000E-05,6.686760000000000E-04,1.629850000000000E-05,1.664130000000000E-05,2.065710000000000E-05,2.295240000000000E-05,8.805030000000000E-06,8.785320000000000E-06,9.584130000000001E-06,9.403649999999999E-06,7.217000000000000E-06,6.903400000000000E-04,1.708480000000000E-05,1.694260000000000E-05,2.086650000000000E-05,2.307160000000000E-05,1.115670000000000E-06,4.904340000000000E-06,1.469680000000000E-07,7.006560000000000E-07,8.902740000000000E-06,9.531949999999999E-06,8.981289999999999E-06,9.403649999999999E-06,7.361420000000000E-06,1.876910000000000E-06,6.870230000000000E-04,2.923380000000000E-05,1.724740000000000E-05,1.437920000000000E-05,1.191790000000000E-05,4.326070000000000E-06,7.028730000000000E-06,7.335080000000000E-06,7.217000000000000E-06,7.361420000000000E-06,6.372370000000000E-04,2.760200000000000E-06,1.967120000000000E-06,1.629620000000000E-08,6.684870000000001E-04,3.062960000000000E-05,1.876910000000000E-06,6.562450000000000E-03,2.347920000000000E-04,6.213800000000000E-03,6.230000000000000E-03,2.417940000000000E-04,6.372370000000000E-04,2.089550000000000E-05,6.686760000000000E-04,6.903400000000000E-04,6.870230000000000E-04,6.372370000000000E-04,
