****************************************************************************
MODEL NAME = PhD_example5
report produced by REPORT_RADIATIVE_MODEL procedure at 13:31 Fri 29 May 2020
****************************************************************************
------------------------------------------------------------------------------------------------------
Model Name = PhD_example5                                                                              
------------------------------------------------------------------------------------------------------
FACE | SUBMODEL | NODE | CRIT | PRIMITIVE NAME | FACE LABEL | TYPE |  INFRA-RED/SOLAR    | FACE AREA  
     |          |      |      |                |            |      | EPSI RHOD RHOS TAU  |            
     |          |      |      |                |            |      | ALPH RHOD RHOS TAU  |            
------------------------------------------------------------------------------------------------------
179  |          | 90   | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
180  |          | 90   | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
181  |          | 91   | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
182  |          | 91   | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
183  |          | 92   | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
184  |          | 92   | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
185  |          | 93   | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
186  |          | 93   | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
187  |          | 94   | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
188  |          | 94   | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
189  |          | 95   | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
190  |          | 95   | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
191  |          | 96   | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
192  |          | 96   | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
193  |          | 97   | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
194  |          | 97   | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
195  |          | 98   | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
196  |          | 98   | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
197  |          | 99   | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
198  |          | 99   | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
199  |          | 100  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
200  |          | 100  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
201  |          | 101  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
202  |          | 101  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
203  |          | 102  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
204  |          | 102  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
205  |          | 103  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
206  |          | 103  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
207  |          | 104  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
208  |          | 104  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
209  |          | 105  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
210  |          | 105  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
211  |          | 106  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
212  |          | 106  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
213  |          | 107  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
214  |          | 107  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
215  |          | 108  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
216  |          | 108  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
217  |          | 109  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
218  |          | 109  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
219  |          | 110  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
220  |          | 110  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
221  |          | 111  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
222  |          | 111  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
223  |          | 112  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
224  |          | 112  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
225  |          | 113  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
226  |          | 113  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
227  |          | 114  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
228  |          | 114  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
229  |          | 115  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
230  |          | 115  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
231  |          | 116  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
232  |          | 116  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
233  |          | 117  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
234  |          | 117  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
235  |          | 118  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
236  |          | 118  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
237  |          | 119  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
238  |          | 119  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
239  |          | 120  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
240  |          | 120  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
241  |          | 121  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
242  |          | 121  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
243  |          | 122  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
244  |          | 122  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
245  |          | 123  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
246  |          | 123  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
247  |          | 124  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
248  |          | 124  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
249  |          | 125  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
250  |          | 125  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
251  |          | 126  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
252  |          | 126  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
253  |          | 127  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
254  |          | 127  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
255  |          | 128  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
256  |          | 128  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
257  |          | 129  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
258  |          | 129  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
259  |          | 130  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
260  |          | 130  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
261  |          | 131  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
262  |          | 131  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
263  |          | 132  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
264  |          | 132  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
265  |          | 133  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
266  |          | 133  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
267  |          | 134  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
268  |          | 134  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
269  |          | 135  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
270  |          | 135  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
271  |          | 136  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
272  |          | 136  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
273  |          | 137  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
274  |          | 137  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
275  |          | 138  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
276  |          | 138  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
277  |          | 139  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
278  |          | 139  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
279  |          | 140  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
280  |          | 140  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
281  |          | 141  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
282  |          | 141  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
283  |          | 142  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
284  |          | 142  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
285  |          | 143  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
286  |          | 143  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
287  |          | 144  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
288  |          | 144  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
289  |          | 145  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
290  |          | 145  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
291  |          | 146  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
292  |          | 146  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
293  |          | 147  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
294  |          | 147  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
295  |          | 148  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
296  |          | 148  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
297  |          | 149  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
298  |          | 149  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
299  |          | 150  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
300  |          | 150  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
301  |          | 151  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
302  |          | 151  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
303  |          | 152  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
304  |          | 152  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
305  |          | 153  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
306  |          | 153  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
307  |          | 154  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
308  |          | 154  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
309  |          | 155  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
310  |          | 155  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
311  |          | 156  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
312  |          | 156  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
313  |          | 157  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
314  |          | 157  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
315  |          | 158  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
316  |          | 158  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
317  |          | 159  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
318  |          | 159  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
319  |          | 160  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
320  |          | 160  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
321  |          | 161  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
322  |          | 161  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
323  |          | 162  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
324  |          | 162  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
325  |          | 163  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
326  |          | 163  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
327  |          | 164  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
328  |          | 164  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
329  |          | 165  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
330  |          | 165  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
331  |          | 166  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
332  |          | 166  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
333  |          | 167  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
334  |          | 167  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
335  |          | 168  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
336  |          | 168  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
337  |          | 169  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
338  |          | 169  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
339  |          | 170  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
340  |          | 170  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
341  |          | 171  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
342  |          | 171  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
343  |          | 172  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
344  |          | 172  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
345  |          | 173  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
346  |          | 173  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
347  |          | 174  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
348  |          | 174  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
349  |          | 175  | N    | Box            | outer_surf | BOX  | .483 .517 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            
350  |          | 175  | N    | Box            |            | BOX  | .900 .100 .000 .000 | 4.0000E-004
     |          |      |      |                |            |      | .900 .100 .000 .000 |            


     ** Statistic details of model **

Total number of faces in the model                     = 350
Total number of active faces in the model              = 350
Total number of inactive faces in the model            = 0
Total number of radiatively active faces in the model  = 0
Total number of thermally active faces in the model    = 0
Total number of non geometric faces in the model       = 0
Total number of geometry in the model                  = 3
Total number of geometric primitives in the model      = 2
Total number of non geometric shells in the model      = 0
Total number of nodes in the thermal model             = 175
Total number of submodels in the thermal model         = 0
